;nivel;ITTER107;Territory;Indicators;Type of accommodation;TIME;Value
0;0;IT;Italy;arrivals;total collective accommodation establishments;1990-1;1948743.0
1;0;IT;Italy;arrivals;total collective accommodation establishments;1990-2;2073904.0
2;0;IT;Italy;arrivals;total collective accommodation establishments;1990-3;2643010.0
3;0;IT;Italy;arrivals;total collective accommodation establishments;1990-4;3290894.0
4;0;IT;Italy;arrivals;total collective accommodation establishments;1990-5;2765215.0
5;0;IT;Italy;arrivals;total collective accommodation establishments;1990-6;2993632.0
6;0;IT;Italy;arrivals;total collective accommodation establishments;1990-7;3457460.0
7;0;IT;Italy;arrivals;total collective accommodation establishments;1990-8;4309957.0
8;0;IT;Italy;arrivals;total collective accommodation establishments;1990-9;3520159.0
9;0;IT;Italy;arrivals;total collective accommodation establishments;1990-10;2515097.0
10;0;IT;Italy;arrivals;total collective accommodation establishments;1990-11;2061999.0
11;0;IT;Italy;arrivals;total collective accommodation establishments;1990-12;2195248.0
12;0;IT;Italy;arrivals;total collective accommodation establishments;1991-1;2003005.0
13;0;IT;Italy;arrivals;total collective accommodation establishments;1991-2;2033860.0
14;0;IT;Italy;arrivals;total collective accommodation establishments;1991-3;2824877.0
15;0;IT;Italy;arrivals;total collective accommodation establishments;1991-4;3006379.0
16;0;IT;Italy;arrivals;total collective accommodation establishments;1991-5;2682273.0
17;0;IT;Italy;arrivals;total collective accommodation establishments;1991-6;3339229.0
18;0;IT;Italy;arrivals;total collective accommodation establishments;1991-7;3559740.0
19;0;IT;Italy;arrivals;total collective accommodation establishments;1991-8;4542200.0
20;0;IT;Italy;arrivals;total collective accommodation establishments;1991-9;3542659.0
21;0;IT;Italy;arrivals;total collective accommodation establishments;1991-10;2496974.0
22;0;IT;Italy;arrivals;total collective accommodation establishments;1991-11;2107308.0
23;0;IT;Italy;arrivals;total collective accommodation establishments;1991-12;2137140.0
24;0;IT;Italy;arrivals;total collective accommodation establishments;1992-1;2109491.0
25;0;IT;Italy;arrivals;total collective accommodation establishments;1992-2;2370465.0
26;0;IT;Italy;arrivals;total collective accommodation establishments;1992-3;2671425.0
27;0;IT;Italy;arrivals;total collective accommodation establishments;1992-4;3082566.0
28;0;IT;Italy;arrivals;total collective accommodation establishments;1992-5;3087251.0
29;0;IT;Italy;arrivals;total collective accommodation establishments;1992-6;3322460.0
30;0;IT;Italy;arrivals;total collective accommodation establishments;1992-7;3575951.0
31;0;IT;Italy;arrivals;total collective accommodation establishments;1992-8;4566220.0
32;0;IT;Italy;arrivals;total collective accommodation establishments;1992-9;3405642.0
33;0;IT;Italy;arrivals;total collective accommodation establishments;1992-10;2373736.0
34;0;IT;Italy;arrivals;total collective accommodation establishments;1992-11;1971734.0
35;0;IT;Italy;arrivals;total collective accommodation establishments;1992-12;2182312.0
36;0;IT;Italy;arrivals;total collective accommodation establishments;1993-1;2079755.0
37;0;IT;Italy;arrivals;total collective accommodation establishments;1993-2;2127121.0
38;0;IT;Italy;arrivals;total collective accommodation establishments;1993-3;2488394.0
39;0;IT;Italy;arrivals;total collective accommodation establishments;1993-4;2927471.0
40;0;IT;Italy;arrivals;total collective accommodation establishments;1993-5;2881738.0
41;0;IT;Italy;arrivals;total collective accommodation establishments;1993-6;3224435.0
42;0;IT;Italy;arrivals;total collective accommodation establishments;1993-7;3608113.0
43;0;IT;Italy;arrivals;total collective accommodation establishments;1993-8;4457889.0
44;0;IT;Italy;arrivals;total collective accommodation establishments;1993-9;3302519.0
45;0;IT;Italy;arrivals;total collective accommodation establishments;1993-10;2463353.0
46;0;IT;Italy;arrivals;total collective accommodation establishments;1993-11;1922622.0
47;0;IT;Italy;arrivals;total collective accommodation establishments;1993-12;2130215.0
48;0;IT;Italy;arrivals;total collective accommodation establishments;1994-1;2152775.0
49;0;IT;Italy;arrivals;total collective accommodation establishments;1994-2;2104481.0
50;0;IT;Italy;arrivals;total collective accommodation establishments;1994-3;2530377.0
51;0;IT;Italy;arrivals;total collective accommodation establishments;1994-4;3293597.0
52;0;IT;Italy;arrivals;total collective accommodation establishments;1994-5;2801630.0
53;0;IT;Italy;arrivals;total collective accommodation establishments;1994-6;3337267.0
54;0;IT;Italy;arrivals;total collective accommodation establishments;1994-7;3854301.0
55;0;IT;Italy;arrivals;total collective accommodation establishments;1994-8;4564858.0
56;0;IT;Italy;arrivals;total collective accommodation establishments;1994-9;3417477.0
57;0;IT;Italy;arrivals;total collective accommodation establishments;1994-10;2532013.0
58;0;IT;Italy;arrivals;total collective accommodation establishments;1994-11;1895475.0
59;0;IT;Italy;arrivals;total collective accommodation establishments;1994-12;2132126.0
60;0;IT;Italy;arrivals;total collective accommodation establishments;1995-1;2180063.0
61;0;IT;Italy;arrivals;total collective accommodation establishments;1995-2;2099557.0
62;0;IT;Italy;arrivals;total collective accommodation establishments;1995-3;2523971.0
63;0;IT;Italy;arrivals;total collective accommodation establishments;1995-4;3157281.0
64;0;IT;Italy;arrivals;total collective accommodation establishments;1995-5;2715999.0
65;0;IT;Italy;arrivals;total collective accommodation establishments;1995-6;3253717.0
66;0;IT;Italy;arrivals;total collective accommodation establishments;1995-7;3870809.0
67;0;IT;Italy;arrivals;total collective accommodation establishments;1995-8;4448010.0
68;0;IT;Italy;arrivals;total collective accommodation establishments;1995-9;3368228.0
69;0;IT;Italy;arrivals;total collective accommodation establishments;1995-10;2452583.0
70;0;IT;Italy;arrivals;total collective accommodation establishments;1995-11;1947080.0
71;0;IT;Italy;arrivals;total collective accommodation establishments;1995-12;2240795.0
72;0;IT;Italy;arrivals;total collective accommodation establishments;1996-1;2141486.0
73;0;IT;Italy;arrivals;total collective accommodation establishments;1996-2;2174841.0
74;0;IT;Italy;arrivals;total collective accommodation establishments;1996-3;2622455.0
75;0;IT;Italy;arrivals;total collective accommodation establishments;1996-4;3062284.0
76;0;IT;Italy;arrivals;total collective accommodation establishments;1996-5;2904288.0
77;0;IT;Italy;arrivals;total collective accommodation establishments;1996-6;3533722.0
78;0;IT;Italy;arrivals;total collective accommodation establishments;1996-7;3644547.0
79;0;IT;Italy;arrivals;total collective accommodation establishments;1996-8;4601578.0
80;0;IT;Italy;arrivals;total collective accommodation establishments;1996-9;3246695.0
81;0;IT;Italy;arrivals;total collective accommodation establishments;1996-10;2499960.0
82;0;IT;Italy;arrivals;total collective accommodation establishments;1996-11;2144492.0
83;0;IT;Italy;arrivals;total collective accommodation establishments;1996-12;2084496.0
84;0;IT;Italy;arrivals;total collective accommodation establishments;1997-1;2072068.0
85;0;IT;Italy;arrivals;total collective accommodation establishments;1997-2;2217494.0
86;0;IT;Italy;arrivals;total collective accommodation establishments;1997-3;2862254.0
87;0;IT;Italy;arrivals;total collective accommodation establishments;1997-4;3013956.0
88;0;IT;Italy;arrivals;total collective accommodation establishments;1997-5;2978696.0
89;0;IT;Italy;arrivals;total collective accommodation establishments;1997-6;3389041.0
90;0;IT;Italy;arrivals;total collective accommodation establishments;1997-7;3680539.0
91;0;IT;Italy;arrivals;total collective accommodation establishments;1997-8;4767399.0
92;0;IT;Italy;arrivals;total collective accommodation establishments;1997-9;3255735.0
93;0;IT;Italy;arrivals;total collective accommodation establishments;1997-10;2441503.0
94;0;IT;Italy;arrivals;total collective accommodation establishments;1997-11;1959473.0
95;0;IT;Italy;arrivals;total collective accommodation establishments;1997-12;2293291.0
96;0;IT;Italy;arrivals;total collective accommodation establishments;1998-1;2198898.0
97;0;IT;Italy;arrivals;total collective accommodation establishments;1998-2;2252769.0
98;0;IT;Italy;arrivals;total collective accommodation establishments;1998-3;2575316.0
99;0;IT;Italy;arrivals;total collective accommodation establishments;1998-4;3069023.0
100;0;IT;Italy;arrivals;total collective accommodation establishments;1998-5;3192413.0
101;0;IT;Italy;arrivals;total collective accommodation establishments;1998-6;3493004.0
102;0;IT;Italy;arrivals;total collective accommodation establishments;1998-7;3793633.0
103;0;IT;Italy;arrivals;total collective accommodation establishments;1998-8;4876146.0
104;0;IT;Italy;arrivals;total collective accommodation establishments;1998-9;3265295.0
105;0;IT;Italy;arrivals;total collective accommodation establishments;1998-10;2491920.0
106;0;IT;Italy;arrivals;total collective accommodation establishments;1998-11;2038267.0
107;0;IT;Italy;arrivals;total collective accommodation establishments;1998-12;2305543.0
108;0;IT;Italy;arrivals;total collective accommodation establishments;1999-1;2239571.0
109;0;IT;Italy;arrivals;total collective accommodation establishments;1999-2;2236884.0
110;0;IT;Italy;arrivals;total collective accommodation establishments;1999-3;2631455.0
111;0;IT;Italy;arrivals;total collective accommodation establishments;1999-4;3206585.0
112;0;IT;Italy;arrivals;total collective accommodation establishments;1999-5;3324211.0
113;0;IT;Italy;arrivals;total collective accommodation establishments;1999-6;3586897.0
114;0;IT;Italy;arrivals;total collective accommodation establishments;1999-7;4045530.0
115;0;IT;Italy;arrivals;total collective accommodation establishments;1999-8;4806409.0
116;0;IT;Italy;arrivals;total collective accommodation establishments;1999-9;3441794.0
117;0;IT;Italy;arrivals;total collective accommodation establishments;1999-10;2672924.0
118;0;IT;Italy;arrivals;total collective accommodation establishments;1999-11;2039207.0
119;0;IT;Italy;arrivals;total collective accommodation establishments;1999-12;2265178.0
120;0;IT;Italy;arrivals;total collective accommodation establishments;2000-1;2313514.0
121;0;IT;Italy;arrivals;total collective accommodation establishments;2000-2;2365213.0
122;0;IT;Italy;arrivals;total collective accommodation establishments;2000-3;2824571.0
123;0;IT;Italy;arrivals;total collective accommodation establishments;2000-4;3433243.0
124;0;IT;Italy;arrivals;total collective accommodation establishments;2000-5;3258039.0
125;0;IT;Italy;arrivals;total collective accommodation establishments;2000-6;3779049.0
126;0;IT;Italy;arrivals;total collective accommodation establishments;2000-7;4133950.0
127;0;IT;Italy;arrivals;total collective accommodation establishments;2000-8;4798665.0
128;0;IT;Italy;arrivals;total collective accommodation establishments;2000-9;3586228.0
129;0;IT;Italy;arrivals;total collective accommodation establishments;2000-10;2660855.0
130;0;IT;Italy;arrivals;total collective accommodation establishments;2000-11;2128501.0
131;0;IT;Italy;arrivals;total collective accommodation establishments;2000-12;2681074.0
132;0;IT;Italy;arrivals;total collective accommodation establishments;2001-1;2334621.0
133;0;IT;Italy;arrivals;total collective accommodation establishments;2001-2;2444089.0
134;0;IT;Italy;arrivals;total collective accommodation establishments;2001-3;2849390.0
135;0;IT;Italy;arrivals;total collective accommodation establishments;2001-4;3438285.0
136;0;IT;Italy;arrivals;total collective accommodation establishments;2001-5;3228510.0
137;0;IT;Italy;arrivals;total collective accommodation establishments;2001-6;4072428.0
138;0;IT;Italy;arrivals;total collective accommodation establishments;2001-7;4075740.0
139;0;IT;Italy;arrivals;total collective accommodation establishments;2001-8;4919673.0
140;0;IT;Italy;arrivals;total collective accommodation establishments;2001-9;3604917.0
141;0;IT;Italy;arrivals;total collective accommodation establishments;2001-10;2774707.0
142;0;IT;Italy;arrivals;total collective accommodation establishments;2001-11;2340622.0
143;0;IT;Italy;arrivals;total collective accommodation establishments;2001-12;2565200.0
144;0;IT;Italy;arrivals;total collective accommodation establishments;2002-1;2188975.0
145;0;IT;Italy;arrivals;total collective accommodation establishments;2002-2;2376588.0
146;0;IT;Italy;arrivals;total collective accommodation establishments;2002-3;3067535.0
147;0;IT;Italy;arrivals;total collective accommodation establishments;2002-4;3207809.0
148;0;IT;Italy;arrivals;total collective accommodation establishments;2002-5;3241832.0
149;0;IT;Italy;arrivals;total collective accommodation establishments;2002-6;4006836.0
150;0;IT;Italy;arrivals;total collective accommodation establishments;2002-7;3999848.0
151;0;IT;Italy;arrivals;total collective accommodation establishments;2002-8;4968259.0
152;0;IT;Italy;arrivals;total collective accommodation establishments;2002-9;3488014.0
153;0;IT;Italy;arrivals;total collective accommodation establishments;2002-10;2730222.0
154;0;IT;Italy;arrivals;total collective accommodation establishments;2002-11;2333738.0
155;0;IT;Italy;arrivals;total collective accommodation establishments;2002-12;2400890.0
156;0;IT;Italy;arrivals;total collective accommodation establishments;2003-1;2356115.0
157;0;IT;Italy;arrivals;total collective accommodation establishments;2003-2;2404923.0
158;0;IT;Italy;arrivals;total collective accommodation establishments;2003-3;2920389.0
159;0;IT;Italy;arrivals;total collective accommodation establishments;2003-4;3373649.0
160;0;IT;Italy;arrivals;total collective accommodation establishments;2003-5;3640369.0
161;0;IT;Italy;arrivals;total collective accommodation establishments;2003-6;4057097.0
162;0;IT;Italy;arrivals;total collective accommodation establishments;2003-7;4059793.0
163;0;IT;Italy;arrivals;total collective accommodation establishments;2003-8;5083226.0
164;0;IT;Italy;arrivals;total collective accommodation establishments;2003-9;3483927.0
165;0;IT;Italy;arrivals;total collective accommodation establishments;2003-10;2812244.0
166;0;IT;Italy;arrivals;total collective accommodation establishments;2003-11;2252198.0
167;0;IT;Italy;arrivals;total collective accommodation establishments;2003-12;2711660.0
168;0;IT;Italy;arrivals;total collective accommodation establishments;2004-1;2517579.0
169;0;IT;Italy;arrivals;total collective accommodation establishments;2004-2;2675157.0
170;0;IT;Italy;arrivals;total collective accommodation establishments;2004-3;3035475.0
171;0;IT;Italy;arrivals;total collective accommodation establishments;2004-4;3421134.0
172;0;IT;Italy;arrivals;total collective accommodation establishments;2004-5;3706561.0
173;0;IT;Italy;arrivals;total collective accommodation establishments;2004-6;3977273.0
174;0;IT;Italy;arrivals;total collective accommodation establishments;2004-7;4492476.0
175;0;IT;Italy;arrivals;total collective accommodation establishments;2004-8;5119982.0
176;0;IT;Italy;arrivals;total collective accommodation establishments;2004-9;3709156.0
177;0;IT;Italy;arrivals;total collective accommodation establishments;2004-10;3101612.0
178;0;IT;Italy;arrivals;total collective accommodation establishments;2004-11;2352036.0
179;0;IT;Italy;arrivals;total collective accommodation establishments;2004-12;2658959.0
180;0;IT;Italy;arrivals;total collective accommodation establishments;2005-1;2585525.0
181;0;IT;Italy;arrivals;total collective accommodation establishments;2005-2;2474662.0
182;0;IT;Italy;arrivals;total collective accommodation establishments;2005-3;3112342.0
183;0;IT;Italy;arrivals;total collective accommodation establishments;2005-4;3511328.0
184;0;IT;Italy;arrivals;total collective accommodation establishments;2005-5;3451021.0
185;0;IT;Italy;arrivals;total collective accommodation establishments;2005-6;4380746.0
186;0;IT;Italy;arrivals;total collective accommodation establishments;2005-7;4638696.0
187;0;IT;Italy;arrivals;total collective accommodation establishments;2005-8;5132581.0
188;0;IT;Italy;arrivals;total collective accommodation establishments;2005-9;3712094.0
189;0;IT;Italy;arrivals;total collective accommodation establishments;2005-10;3083897.0
190;0;IT;Italy;arrivals;total collective accommodation establishments;2005-11;2395921.0
191;0;IT;Italy;arrivals;total collective accommodation establishments;2005-12;2796835.0
192;0;IT;Italy;arrivals;total collective accommodation establishments;2006-1;2665668.0
193;0;IT;Italy;arrivals;total collective accommodation establishments;2006-2;2633484.0
194;0;IT;Italy;arrivals;total collective accommodation establishments;2006-3;3197800.0
195;0;IT;Italy;arrivals;total collective accommodation establishments;2006-4;3855995.0
196;0;IT;Italy;arrivals;total collective accommodation establishments;2006-5;3483886.0
197;0;IT;Italy;arrivals;total collective accommodation establishments;2006-6;4388697.0
198;0;IT;Italy;arrivals;total collective accommodation establishments;2006-7;4705107.0
199;0;IT;Italy;arrivals;total collective accommodation establishments;2006-8;5254922.0
200;0;IT;Italy;arrivals;total collective accommodation establishments;2006-9;3902391.0
201;0;IT;Italy;arrivals;total collective accommodation establishments;2006-10;2941655.0
202;0;IT;Italy;arrivals;total collective accommodation establishments;2006-11;2480791.0
203;0;IT;Italy;arrivals;total collective accommodation establishments;2006-12;3010239.0
204;0;IT;Italy;arrivals;total collective accommodation establishments;2007-1;2601540.0
205;0;IT;Italy;arrivals;total collective accommodation establishments;2007-2;2648354.0
206;0;IT;Italy;arrivals;total collective accommodation establishments;2007-3;3203685.0
207;0;IT;Italy;arrivals;total collective accommodation establishments;2007-4;3902446.0
208;0;IT;Italy;arrivals;total collective accommodation establishments;2007-5;3512294.0
209;0;IT;Italy;arrivals;total collective accommodation establishments;2007-6;4717577.0
210;0;IT;Italy;arrivals;total collective accommodation establishments;2007-7;4773799.0
211;0;IT;Italy;arrivals;total collective accommodation establishments;2007-8;5418218.0
212;0;IT;Italy;arrivals;total collective accommodation establishments;2007-9;3886622.0
213;0;IT;Italy;arrivals;total collective accommodation establishments;2007-10;2990721.0
214;0;IT;Italy;arrivals;total collective accommodation establishments;2007-11;2656293.0
215;0;IT;Italy;arrivals;total collective accommodation establishments;2007-12;2970910.0
216;0;IT;Italy;arrivals;total collective accommodation establishments;2008-1;2641991.0
217;0;IT;Italy;arrivals;total collective accommodation establishments;2008-2;2886277.0
218;0;IT;Italy;arrivals;total collective accommodation establishments;2008-3;3265449.0
219;0;IT;Italy;arrivals;total collective accommodation establishments;2008-4;3563805.0
220;0;IT;Italy;arrivals;total collective accommodation establishments;2008-5;4082692.0
221;0;IT;Italy;arrivals;total collective accommodation establishments;2008-6;4464765.0
222;0;IT;Italy;arrivals;total collective accommodation establishments;2008-7;4664647.0
223;0;IT;Italy;arrivals;total collective accommodation establishments;2008-8;5700629.0
224;0;IT;Italy;arrivals;total collective accommodation establishments;2008-9;3747584.0
225;0;IT;Italy;arrivals;total collective accommodation establishments;2008-10;3006885.0
226;0;IT;Italy;arrivals;total collective accommodation establishments;2008-11;2501938.0
227;0;IT;Italy;arrivals;total collective accommodation establishments;2008-12;2971492.0
228;0;IT;Italy;arrivals;total collective accommodation establishments;2009-1;2643898.0
229;0;IT;Italy;arrivals;total collective accommodation establishments;2009-2;2788419.0
230;0;IT;Italy;arrivals;total collective accommodation establishments;2009-3;3035103.0
231;0;IT;Italy;arrivals;total collective accommodation establishments;2009-4;3490987.0
232;0;IT;Italy;arrivals;total collective accommodation establishments;2009-5;4195020.0
233;0;IT;Italy;arrivals;total collective accommodation establishments;2009-6;4225496.0
234;0;IT;Italy;arrivals;total collective accommodation establishments;2009-7;4861553.0
235;0;IT;Italy;arrivals;total collective accommodation establishments;2009-8;6017882.0
236;0;IT;Italy;arrivals;total collective accommodation establishments;2009-9;3828318.0
237;0;IT;Italy;arrivals;total collective accommodation establishments;2009-10;3061544.0
238;0;IT;Italy;arrivals;total collective accommodation establishments;2009-11;2479640.0
239;0;IT;Italy;arrivals;total collective accommodation establishments;2009-12;3070222.0
240;0;IT;Italy;arrivals;total collective accommodation establishments;2010-1;2693015.0
241;0;IT;Italy;arrivals;total collective accommodation establishments;2010-2;2832230.0
242;0;IT;Italy;arrivals;total collective accommodation establishments;2010-3;3100570.0
243;0;IT;Italy;arrivals;total collective accommodation establishments;2010-4;3717783.0
244;0;IT;Italy;arrivals;total collective accommodation establishments;2010-5;3882964.0
245;0;IT;Italy;arrivals;total collective accommodation establishments;2010-6;4389318.0
246;0;IT;Italy;arrivals;total collective accommodation establishments;2010-7;5235821.0
247;0;IT;Italy;arrivals;total collective accommodation establishments;2010-8;5831802.0
248;0;IT;Italy;arrivals;total collective accommodation establishments;2010-9;3856096.0
249;0;IT;Italy;arrivals;total collective accommodation establishments;2010-10;3237964.0
250;0;IT;Italy;arrivals;total collective accommodation establishments;2010-11;2528278.0
251;0;IT;Italy;arrivals;total collective accommodation establishments;2010-12;3047890.0
252;0;IT;Italy;arrivals;total collective accommodation establishments;2011-1;2885859.0
253;0;IT;Italy;arrivals;total collective accommodation establishments;2011-2;2828532.0
254;0;IT;Italy;arrivals;total collective accommodation establishments;2011-3;3245855.0
255;0;IT;Italy;arrivals;total collective accommodation establishments;2011-4;3658345.0
256;0;IT;Italy;arrivals;total collective accommodation establishments;2011-5;3707884.0
257;0;IT;Italy;arrivals;total collective accommodation establishments;2011-6;4701548.0
258;0;IT;Italy;arrivals;total collective accommodation establishments;2011-7;5360263.0
259;0;IT;Italy;arrivals;total collective accommodation establishments;2011-8;5797617.0
260;0;IT;Italy;arrivals;total collective accommodation establishments;2011-9;4043764.0
261;0;IT;Italy;arrivals;total collective accommodation establishments;2011-10;3283770.0
262;0;IT;Italy;arrivals;total collective accommodation establishments;2011-11;2506756.0
263;0;IT;Italy;arrivals;total collective accommodation establishments;2011-12;3051942.0
264;0;IT;Italy;arrivals;total collective accommodation establishments;2012-1;2801026.0
265;0;IT;Italy;arrivals;total collective accommodation establishments;2012-2;2639260.0
266;0;IT;Italy;arrivals;total collective accommodation establishments;2012-3;3351310.0
267;0;IT;Italy;arrivals;total collective accommodation establishments;2012-4;3611030.0
268;0;IT;Italy;arrivals;total collective accommodation establishments;2012-5;3471564.0
269;0;IT;Italy;arrivals;total collective accommodation establishments;2012-6;4725129.0
270;0;IT;Italy;arrivals;total collective accommodation establishments;2012-7;5006060.0
271;0;IT;Italy;arrivals;total collective accommodation establishments;2012-8;5773918.0
272;0;IT;Italy;arrivals;total collective accommodation establishments;2012-9;3869972.0
273;0;IT;Italy;arrivals;total collective accommodation establishments;2012-10;2918759.0
274;0;IT;Italy;arrivals;total collective accommodation establishments;2012-11;2630741.0
275;0;IT;Italy;arrivals;total collective accommodation establishments;2012-12;2978495.0
276;0;IT;Italy;arrivals;total collective accommodation establishments;2013-1;2536971.0
277;0;IT;Italy;arrivals;total collective accommodation establishments;2013-2;2615788.0
278;0;IT;Italy;arrivals;total collective accommodation establishments;2013-3;3254552.0
279;0;IT;Italy;arrivals;total collective accommodation establishments;2013-4;3238532.0
280;0;IT;Italy;arrivals;total collective accommodation establishments;2013-5;3374001.0
281;0;IT;Italy;arrivals;total collective accommodation establishments;2013-6;4570976.0
282;0;IT;Italy;arrivals;total collective accommodation establishments;2013-7;4973254.0
283;0;IT;Italy;arrivals;total collective accommodation establishments;2013-8;5934952.0
284;0;IT;Italy;arrivals;total collective accommodation establishments;2013-9;3764172.0
285;0;IT;Italy;arrivals;total collective accommodation establishments;2013-10;2845508.0
286;0;IT;Italy;arrivals;total collective accommodation establishments;2013-11;2630334.0
287;0;IT;Italy;arrivals;total collective accommodation establishments;2013-12;2911012.0
288;0;IT;Italy;arrivals;total collective accommodation establishments;2014-1;2572897.0
289;0;IT;Italy;arrivals;total collective accommodation establishments;2014-2;2546928.0
290;0;IT;Italy;arrivals;total collective accommodation establishments;2014-3;3179517.0
291;0;IT;Italy;arrivals;total collective accommodation establishments;2014-4;3492760.0
292;0;IT;Italy;arrivals;total collective accommodation establishments;2014-5;3837569.0
293;0;IT;Italy;arrivals;total collective accommodation establishments;2014-6;4398386.0
294;0;IT;Italy;arrivals;total collective accommodation establishments;2014-7;4901353.0
295;0;IT;Italy;arrivals;total collective accommodation establishments;2014-8;6027257.0
296;0;IT;Italy;arrivals;total collective accommodation establishments;2014-9;3771136.0
297;0;IT;Italy;arrivals;total collective accommodation establishments;2014-10;3001165.0
298;0;IT;Italy;arrivals;total collective accommodation establishments;2014-11;2578533.0
299;0;IT;Italy;arrivals;total collective accommodation establishments;2014-12;3163301.0
300;0;IT;Italy;arrivals;total collective accommodation establishments;2015-1;2663478.0
301;0;IT;Italy;arrivals;total collective accommodation establishments;2015-2;2767375.0
302;0;IT;Italy;arrivals;total collective accommodation establishments;2015-3;3117526.0
303;0;IT;Italy;arrivals;total collective accommodation establishments;2015-4;3625962.0
304;0;IT;Italy;arrivals;total collective accommodation establishments;2015-5;4269372.0
305;0;IT;Italy;arrivals;total collective accommodation establishments;2015-6;4507440.0
306;0;IT;Italy;arrivals;total collective accommodation establishments;2015-7;5385670.0
307;0;IT;Italy;arrivals;total collective accommodation establishments;2015-8;6472089.0
308;0;IT;Italy;arrivals;total collective accommodation establishments;2015-9;4005556.0
309;0;IT;Italy;arrivals;total collective accommodation establishments;2015-10;3237845.0
310;0;IT;Italy;arrivals;total collective accommodation establishments;2015-11;2577900.0
311;0;IT;Italy;arrivals;total collective accommodation establishments;2015-12;3291950.0
312;0;IT;Italy;arrivals;total collective accommodation establishments;2016-1;2781116.0
313;0;IT;Italy;arrivals;total collective accommodation establishments;2016-2;2983763.0
314;0;IT;Italy;arrivals;total collective accommodation establishments;2016-3;3432724.0
315;0;IT;Italy;arrivals;total collective accommodation establishments;2016-4;3648577.0
316;0;IT;Italy;arrivals;total collective accommodation establishments;2016-5;3569782.0
317;0;IT;Italy;arrivals;total collective accommodation establishments;2016-6;4857367.0
318;0;IT;Italy;arrivals;total collective accommodation establishments;2016-7;5778289.0
319;0;IT;Italy;arrivals;total collective accommodation establishments;2016-8;6241535.0
320;0;IT;Italy;arrivals;total collective accommodation establishments;2016-9;4163393.0
321;0;IT;Italy;arrivals;total collective accommodation establishments;2016-10;3367715.0
322;0;IT;Italy;arrivals;total collective accommodation establishments;2016-11;2651601.0
323;0;IT;Italy;arrivals;total collective accommodation establishments;2016-12;3375097.0
324;0;IT;Italy;arrivals;total collective accommodation establishments;2017-1;2943639.0
325;0;IT;Italy;arrivals;total collective accommodation establishments;2017-2;2937014.0
326;0;IT;Italy;arrivals;total collective accommodation establishments;2017-3;3373199.0
327;0;IT;Italy;arrivals;total collective accommodation establishments;2017-4;4202965.0
328;0;IT;Italy;arrivals;total collective accommodation establishments;2017-5;3711025.0
329;0;IT;Italy;arrivals;total collective accommodation establishments;2017-6;5242061.0
330;0;IT;Italy;arrivals;total collective accommodation establishments;2017-7;5833469.0
331;0;IT;Italy;arrivals;total collective accommodation establishments;2017-8;6235757.0
332;0;IT;Italy;arrivals;total collective accommodation establishments;2017-9;4172299.0
333;0;IT;Italy;arrivals;total collective accommodation establishments;2017-10;3266399.0
334;0;IT;Italy;arrivals;total collective accommodation establishments;2017-11;2842535.0
335;0;IT;Italy;arrivals;total collective accommodation establishments;2017-12;3664663.0
336;0;IT;Italy;arrivals;total collective accommodation establishments;2018-1;3068340.0
337;0;IT;Italy;arrivals;total collective accommodation establishments;2018-2;3024297.0
338;0;IT;Italy;arrivals;total collective accommodation establishments;2018-3;3640192.0
339;0;IT;Italy;arrivals;total collective accommodation establishments;2018-4;4071669.0
340;0;IT;Italy;arrivals;total collective accommodation establishments;2018-5;3878880.0
341;0;IT;Italy;arrivals;total collective accommodation establishments;2018-6;5485937.0
342;0;IT;Italy;arrivals;total collective accommodation establishments;2018-7;5763002.0
343;0;IT;Italy;arrivals;total collective accommodation establishments;2018-8;6408593.0
344;0;IT;Italy;arrivals;total collective accommodation establishments;2018-9;4479341.0
345;0;IT;Italy;arrivals;total collective accommodation establishments;2018-10;3314215.0
346;0;IT;Italy;arrivals;total collective accommodation establishments;2018-11;3115293.0
347;0;IT;Italy;arrivals;total collective accommodation establishments;2018-12;3698447.0
348;0;IT;Italy;arrivals;total collective accommodation establishments;2019-1;2966909.0
349;0;IT;Italy;arrivals;total collective accommodation establishments;2019-2;3063714.0
350;0;IT;Italy;arrivals;total collective accommodation establishments;2019-3;3724753.0
351;0;IT;Italy;arrivals;total collective accommodation establishments;2019-4;4169882.0
352;0;IT;Italy;arrivals;total collective accommodation establishments;2019-5;3910667.0
353;0;IT;Italy;arrivals;total collective accommodation establishments;2019-6;5433267.0
354;0;IT;Italy;arrivals;total collective accommodation establishments;2019-7;5705819.0
355;0;IT;Italy;arrivals;total collective accommodation establishments;2019-8;6694113.0
356;0;IT;Italy;arrivals;total collective accommodation establishments;2019-9;4411278.0
357;0;IT;Italy;arrivals;total collective accommodation establishments;2019-10;3486480.0
358;0;IT;Italy;arrivals;total collective accommodation establishments;2019-11;3220936.0
359;0;IT;Italy;arrivals;total collective accommodation establishments;2019-12;3634166.0
360;0;IT;Italy;arrivals;total collective accommodation establishments;2020-1;3184419.0
361;0;IT;Italy;arrivals;total collective accommodation establishments;2020-2;2875898.0
362;0;IT;Italy;arrivals;total collective accommodation establishments;2020-3;493582.0
363;0;IT;Italy;arrivals;total collective accommodation establishments;2020-4;56401.0
364;0;IT;Italy;arrivals;total collective accommodation establishments;2020-5;335995.0
365;0;IT;Italy;arrivals;total collective accommodation establishments;2020-6;2063767.0
366;0;IT;Italy;arrivals;total collective accommodation establishments;2020-7;4766815.0
