;nivel;ITTER107;Territory;Indicators;Type of accommodation;TIME;Value
161993;2;ITG12;Palermo;arrivals;hotels and similar establishments;2008-4;43031.0
161994;2;ITG12;Palermo;arrivals;hotels and similar establishments;2008-5;63586.0
161995;2;ITG12;Palermo;arrivals;hotels and similar establishments;2008-6;46218.0
161996;2;ITG12;Palermo;arrivals;hotels and similar establishments;2008-7;38188.0
161997;2;ITG12;Palermo;arrivals;hotels and similar establishments;2008-8;46116.0
161998;2;ITG12;Palermo;arrivals;hotels and similar establishments;2008-9;62062.0
161999;2;ITG12;Palermo;arrivals;hotels and similar establishments;2008-10;51027.0
162000;2;ITG12;Palermo;arrivals;hotels and similar establishments;2008-11;29724.0
162001;2;ITG12;Palermo;arrivals;hotels and similar establishments;2008-12;20528.0
162003;2;ITG12;Palermo;arrivals;hotels and similar establishments;2009-1;8081.0
162004;2;ITG12;Palermo;arrivals;hotels and similar establishments;2009-2;8659.0
162005;2;ITG12;Palermo;arrivals;hotels and similar establishments;2009-3;22239.0
162006;2;ITG12;Palermo;arrivals;hotels and similar establishments;2009-4;38427.0
162007;2;ITG12;Palermo;arrivals;hotels and similar establishments;2009-5;54200.0
162008;2;ITG12;Palermo;arrivals;hotels and similar establishments;2009-6;43109.0
162009;2;ITG12;Palermo;arrivals;hotels and similar establishments;2009-7;33881.0
162010;2;ITG12;Palermo;arrivals;hotels and similar establishments;2009-8;42986.0
162011;2;ITG12;Palermo;arrivals;hotels and similar establishments;2009-9;53345.0
162012;2;ITG12;Palermo;arrivals;hotels and similar establishments;2009-10;47141.0
162013;2;ITG12;Palermo;arrivals;hotels and similar establishments;2009-11;29984.0
162014;2;ITG12;Palermo;arrivals;hotels and similar establishments;2009-12;18876.0
162016;2;ITG12;Palermo;arrivals;hotels and similar establishments;2010-1;7872.0
162017;2;ITG12;Palermo;arrivals;hotels and similar establishments;2010-2;7925.0
162018;2;ITG12;Palermo;arrivals;hotels and similar establishments;2010-3;20613.0
162019;2;ITG12;Palermo;arrivals;hotels and similar establishments;2010-4;36107.0
162020;2;ITG12;Palermo;arrivals;hotels and similar establishments;2010-5;55496.0
162021;2;ITG12;Palermo;arrivals;hotels and similar establishments;2010-6;42435.0
162022;2;ITG12;Palermo;arrivals;hotels and similar establishments;2010-7;31689.0
162023;2;ITG12;Palermo;arrivals;hotels and similar establishments;2010-8;41790.0
162024;2;ITG12;Palermo;arrivals;hotels and similar establishments;2010-9;51946.0
162025;2;ITG12;Palermo;arrivals;hotels and similar establishments;2010-10;47226.0
162026;2;ITG12;Palermo;arrivals;hotels and similar establishments;2010-11;29610.0
162027;2;ITG12;Palermo;arrivals;hotels and similar establishments;2010-12;18727.0
162029;2;ITG12;Palermo;arrivals;hotels and similar establishments;2011-1;5730.0
162030;2;ITG12;Palermo;arrivals;hotels and similar establishments;2011-2;7154.0
162031;2;ITG12;Palermo;arrivals;hotels and similar establishments;2011-3;14704.0
162032;2;ITG12;Palermo;arrivals;hotels and similar establishments;2011-4;42575.0
162033;2;ITG12;Palermo;arrivals;hotels and similar establishments;2011-5;55152.0
162034;2;ITG12;Palermo;arrivals;hotels and similar establishments;2011-6;45220.0
162035;2;ITG12;Palermo;arrivals;hotels and similar establishments;2011-7;44005.0
162036;2;ITG12;Palermo;arrivals;hotels and similar establishments;2011-8;41953.0
162037;2;ITG12;Palermo;arrivals;hotels and similar establishments;2011-9;58349.0
162038;2;ITG12;Palermo;arrivals;hotels and similar establishments;2011-10;39455.0
162039;2;ITG12;Palermo;arrivals;hotels and similar establishments;2011-11;11426.0
162040;2;ITG12;Palermo;arrivals;hotels and similar establishments;2011-12;8095.0
162042;2;ITG12;Palermo;arrivals;hotels and similar establishments;2012-1;5656.0
162043;2;ITG12;Palermo;arrivals;hotels and similar establishments;2012-2;7404.0
162044;2;ITG12;Palermo;arrivals;hotels and similar establishments;2012-3;16963.0
162045;2;ITG12;Palermo;arrivals;hotels and similar establishments;2012-4;47261.0
162046;2;ITG12;Palermo;arrivals;hotels and similar establishments;2012-5;59761.0
162047;2;ITG12;Palermo;arrivals;hotels and similar establishments;2012-6;50455.0
162048;2;ITG12;Palermo;arrivals;hotels and similar establishments;2012-7;48416.0
162049;2;ITG12;Palermo;arrivals;hotels and similar establishments;2012-8;49272.0
162050;2;ITG12;Palermo;arrivals;hotels and similar establishments;2012-9;64338.0
162051;2;ITG12;Palermo;arrivals;hotels and similar establishments;2012-10;47701.0
162052;2;ITG12;Palermo;arrivals;hotels and similar establishments;2012-11;11549.0
162053;2;ITG12;Palermo;arrivals;hotels and similar establishments;2012-12;8170.0
162055;2;ITG12;Palermo;arrivals;hotels and similar establishments;2013-1;7595.0
162056;2;ITG12;Palermo;arrivals;hotels and similar establishments;2013-2;8916.0
162057;2;ITG12;Palermo;arrivals;hotels and similar establishments;2013-3;22293.0
162058;2;ITG12;Palermo;arrivals;hotels and similar establishments;2013-4;38351.0
162059;2;ITG12;Palermo;arrivals;hotels and similar establishments;2013-5;61259.0
162060;2;ITG12;Palermo;arrivals;hotels and similar establishments;2013-6;49214.0
162061;2;ITG12;Palermo;arrivals;hotels and similar establishments;2013-7;48986.0
162062;2;ITG12;Palermo;arrivals;hotels and similar establishments;2013-8;53746.0
162063;2;ITG12;Palermo;arrivals;hotels and similar establishments;2013-9;69022.0
162064;2;ITG12;Palermo;arrivals;hotels and similar establishments;2013-10;50507.0
162065;2;ITG12;Palermo;arrivals;hotels and similar establishments;2013-11;12211.0
162066;2;ITG12;Palermo;arrivals;hotels and similar establishments;2013-12;8370.0
162068;2;ITG12;Palermo;arrivals;hotels and similar establishments;2014-1;5535.0
162069;2;ITG12;Palermo;arrivals;hotels and similar establishments;2014-2;7623.0
162070;2;ITG12;Palermo;arrivals;hotels and similar establishments;2014-3;15049.0
162071;2;ITG12;Palermo;arrivals;hotels and similar establishments;2014-4;45543.0
162072;2;ITG12;Palermo;arrivals;hotels and similar establishments;2014-5;61361.0
162073;2;ITG12;Palermo;arrivals;hotels and similar establishments;2014-6;50052.0
162074;2;ITG12;Palermo;arrivals;hotels and similar establishments;2014-7;48299.0
162075;2;ITG12;Palermo;arrivals;hotels and similar establishments;2014-8;54284.0
162076;2;ITG12;Palermo;arrivals;hotels and similar establishments;2014-9;66295.0
162077;2;ITG12;Palermo;arrivals;hotels and similar establishments;2014-10;45182.0
162078;2;ITG12;Palermo;arrivals;hotels and similar establishments;2014-11;10299.0
162079;2;ITG12;Palermo;arrivals;hotels and similar establishments;2014-12;8208.0
162081;2;ITG12;Palermo;arrivals;hotels and similar establishments;2015-1;5537.0
162082;2;ITG12;Palermo;arrivals;hotels and similar establishments;2015-2;7607.0
162083;2;ITG12;Palermo;arrivals;hotels and similar establishments;2015-3;15669.0
162084;2;ITG12;Palermo;arrivals;hotels and similar establishments;2015-4;46081.0
162085;2;ITG12;Palermo;arrivals;hotels and similar establishments;2015-5;63046.0
162086;2;ITG12;Palermo;arrivals;hotels and similar establishments;2015-6;52219.0
162087;2;ITG12;Palermo;arrivals;hotels and similar establishments;2015-7;51724.0
162088;2;ITG12;Palermo;arrivals;hotels and similar establishments;2015-8;57014.0
162089;2;ITG12;Palermo;arrivals;hotels and similar establishments;2015-9;70259.0
162090;2;ITG12;Palermo;arrivals;hotels and similar establishments;2015-10;47596.0
162091;2;ITG12;Palermo;arrivals;hotels and similar establishments;2015-11;10395.0
162092;2;ITG12;Palermo;arrivals;hotels and similar establishments;2015-12;8208.0
162094;2;ITG12;Palermo;arrivals;hotels and similar establishments;2016-1;5901.0
162095;2;ITG12;Palermo;arrivals;hotels and similar establishments;2016-2;7070.0
162096;2;ITG12;Palermo;arrivals;hotels and similar establishments;2016-3;17248.0
162097;2;ITG12;Palermo;arrivals;hotels and similar establishments;2016-4;36078.0
162098;2;ITG12;Palermo;arrivals;hotels and similar establishments;2016-5;54395.0
162099;2;ITG12;Palermo;arrivals;hotels and similar establishments;2016-6;45194.0
162100;2;ITG12;Palermo;arrivals;hotels and similar establishments;2016-7;49072.0
162101;2;ITG12;Palermo;arrivals;hotels and similar establishments;2016-8;43178.0
162102;2;ITG12;Palermo;arrivals;hotels and similar establishments;2016-9;57947.0
162103;2;ITG12;Palermo;arrivals;hotels and similar establishments;2016-10;41329.0
162104;2;ITG12;Palermo;arrivals;hotels and similar establishments;2016-11;9487.0
162105;2;ITG12;Palermo;arrivals;hotels and similar establishments;2016-12;6622.0
162107;2;ITG12;Palermo;arrivals;hotels and similar establishments;2017-1;6188.0
162108;2;ITG12;Palermo;arrivals;hotels and similar establishments;2017-2;6888.0
162109;2;ITG12;Palermo;arrivals;hotels and similar establishments;2017-3;16234.0
162110;2;ITG12;Palermo;arrivals;hotels and similar establishments;2017-4;43995.0
162111;2;ITG12;Palermo;arrivals;hotels and similar establishments;2017-5;52627.0
162112;2;ITG12;Palermo;arrivals;hotels and similar establishments;2017-6;52794.0
162113;2;ITG12;Palermo;arrivals;hotels and similar establishments;2017-7;52020.0
162114;2;ITG12;Palermo;arrivals;hotels and similar establishments;2017-8;48351.0
162115;2;ITG12;Palermo;arrivals;hotels and similar establishments;2017-9;64778.0
162116;2;ITG12;Palermo;arrivals;hotels and similar establishments;2017-10;46725.0
162117;2;ITG12;Palermo;arrivals;hotels and similar establishments;2017-11;11967.0
162118;2;ITG12;Palermo;arrivals;hotels and similar establishments;2017-12;7173.0
162120;2;ITG12;Palermo;arrivals;hotels and similar establishments;2018-1;6768.0
162121;2;ITG12;Palermo;arrivals;hotels and similar establishments;2018-2;8332.0
162122;2;ITG12;Palermo;arrivals;hotels and similar establishments;2018-3;20015.0
162123;2;ITG12;Palermo;arrivals;hotels and similar establishments;2018-4;43032.0
162124;2;ITG12;Palermo;arrivals;hotels and similar establishments;2018-5;63170.0
162125;2;ITG12;Palermo;arrivals;hotels and similar establishments;2018-6;59411.0
162126;2;ITG12;Palermo;arrivals;hotels and similar establishments;2018-7;57631.0
162127;2;ITG12;Palermo;arrivals;hotels and similar establishments;2018-8;54820.0
162128;2;ITG12;Palermo;arrivals;hotels and similar establishments;2018-9;71453.0
162129;2;ITG12;Palermo;arrivals;hotels and similar establishments;2018-10;51816.0
162130;2;ITG12;Palermo;arrivals;hotels and similar establishments;2018-11;13533.0
162131;2;ITG12;Palermo;arrivals;hotels and similar establishments;2018-12;9007.0
162133;2;ITG12;Palermo;arrivals;hotels and similar establishments;2019-1;9017.0
162134;2;ITG12;Palermo;arrivals;hotels and similar establishments;2019-2;10416.0
162135;2;ITG12;Palermo;arrivals;hotels and similar establishments;2019-3;19806.0
162136;2;ITG12;Palermo;arrivals;hotels and similar establishments;2019-4;48233.0
162137;2;ITG12;Palermo;arrivals;hotels and similar establishments;2019-5;66875.0
162138;2;ITG12;Palermo;arrivals;hotels and similar establishments;2019-6;60346.0
162139;2;ITG12;Palermo;arrivals;hotels and similar establishments;2019-7;59304.0
162140;2;ITG12;Palermo;arrivals;hotels and similar establishments;2019-8;56140.0
162141;2;ITG12;Palermo;arrivals;hotels and similar establishments;2019-9;72444.0
162142;2;ITG12;Palermo;arrivals;hotels and similar establishments;2019-10;50340.0
162143;2;ITG12;Palermo;arrivals;hotels and similar establishments;2019-11;14810.0
162144;2;ITG12;Palermo;arrivals;hotels and similar establishments;2019-12;9642.0
162146;2;ITG12;Palermo;arrivals;hotels and similar establishments;2020-1;9845.0
162147;2;ITG12;Palermo;arrivals;hotels and similar establishments;2020-2;11104.0
162148;2;ITG12;Palermo;arrivals;hotels and similar establishments;2020-3;1898.0
162149;2;ITG12;Palermo;arrivals;hotels and similar establishments;2020-4;69.0
162150;2;ITG12;Palermo;arrivals;hotels and similar establishments;2020-5;180.0
162151;2;ITG12;Palermo;arrivals;hotels and similar establishments;2020-6;975.0
162152;2;ITG12;Palermo;arrivals;hotels and similar establishments;2020-7;11380.0
162153;2;ITG12;Palermo;arrivals;hotels and similar establishments;2020-8;17866.0
162154;2;ITG12;Palermo;arrivals;hotels and similar establishments;2020-9;19928.0
162155;2;ITG12;Palermo;arrivals;hotels and similar establishments;2020-10;11566.0
162156;2;ITG12;Palermo;arrivals;hotels and similar establishments;2020-11;843.0
162157;2;ITG12;Palermo;arrivals;hotels and similar establishments;2020-12;543.0
162159;2;ITG12;Palermo;arrivals;hotels and similar establishments;2021-1;651.0
162160;2;ITG12;Palermo;arrivals;hotels and similar establishments;2021-2;647.0
162161;2;ITG12;Palermo;arrivals;hotels and similar establishments;2021-3;885.0
162162;2;ITG12;Palermo;arrivals;hotels and similar establishments;2021-4;852.0
162163;2;ITG12;Palermo;arrivals;hotels and similar establishments;2021-5;2573.0
162164;2;ITG12;Palermo;arrivals;hotels and similar establishments;2021-6;12486.0
162165;2;ITG12;Palermo;arrivals;hotels and similar establishments;2021-7;30304.0
162166;2;ITG12;Palermo;arrivals;hotels and similar establishments;2021-8;33130.0
162167;2;ITG12;Palermo;arrivals;hotels and similar establishments;2021-9;33223.0
162168;2;ITG12;Palermo;arrivals;hotels and similar establishments;2021-10;28652.0
162169;2;ITG12;Palermo;arrivals;hotels and similar establishments;2021-11;10039.0
162170;2;ITG12;Palermo;arrivals;hotels and similar establishments;2021-12;6218.0
162186;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2008-1;382.0
162187;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2008-2;566.0
162188;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2008-3;1194.0
162189;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2008-4;3204.0
162190;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2008-5;5387.0
162191;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2008-6;2985.0
162192;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2008-7;4256.0
162193;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2008-8;4945.0
162194;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2008-9;4694.0
162195;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2008-10;2663.0
162196;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2008-11;971.0
162197;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2008-12;571.0
162199;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2009-1;379.0
162200;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2009-2;389.0
162201;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2009-3;877.0
162202;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2009-4;2575.0
162203;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2009-5;5185.0
162204;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2009-6;3596.0
162205;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2009-7;4456.0
162206;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2009-8;4508.0
162207;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2009-9;4404.0
162208;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2009-10;2246.0
162209;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2009-11;327.0
162210;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2009-12;510.0
162212;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2010-1;310.0
162213;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2010-2;415.0
162214;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2010-3;960.0
162215;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2010-4;2441.0
162216;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2010-5;4321.0
162217;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2010-6;3347.0
162218;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2010-7;2502.0
162219;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2010-8;4236.0
162220;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2010-9;4391.0
162221;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2010-10;2755.0
162222;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2010-11;497.0
162223;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2010-12;590.0
162225;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2011-1;307.0
162226;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2011-2;379.0
162227;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2011-3;994.0
162228;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2011-4;4119.0
162229;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2011-5;6019.0
162230;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2011-6;3898.0
162231;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2011-7;5016.0
162232;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2011-8;4434.0
162233;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2011-9;5545.0
162234;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2011-10;2700.0
162235;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2011-11;804.0
162236;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2011-12;1265.0
162238;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2012-1;391.0
162239;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2012-2;653.0
162240;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2012-3;1472.0
162241;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2012-4;5436.0
162242;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2012-5;6942.0
162243;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2012-6;5938.0
162244;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2012-7;5864.0
162245;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2012-8;5569.0
162246;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2012-9;7490.0
162247;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2012-10;3998.0
162248;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2012-11;941.0
162249;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2012-12;751.0
162251;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2013-1;487.0
162252;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2013-2;613.0
162253;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2013-3;1968.0
162254;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2013-4;6038.0
162255;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2013-5;10442.0
162256;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2013-6;7219.0
162257;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2013-7;7452.0
162258;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2013-8;6827.0
162259;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2013-9;9216.0
162260;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2013-10;5535.0
162261;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2013-11;1195.0
162262;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2013-12;716.0
162264;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2014-1;567.0
162265;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2014-2;826.0
162266;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2014-3;1804.0
162267;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2014-4;6359.0
162268;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2014-5;9689.0
162269;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2014-6;7734.0
162270;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2014-7;8533.0
162271;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2014-8;8993.0
162272;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2014-9;10829.0
162273;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2014-10;7435.0
162274;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2014-11;1581.0
162275;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2014-12;1073.0
162277;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2015-1;540.0
162278;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2015-2;752.0
162279;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2015-3;1662.0
162280;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2015-4;6288.0
162281;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2015-5;9255.0
162282;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2015-6;7411.0
162283;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2015-7;8462.0
162284;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2015-8;8722.0
162285;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2015-9;10315.0
162286;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2015-10;7140.0
162287;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2015-11;1451.0
162288;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2015-12;1039.0
162290;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2016-1;1316.0
162291;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2016-2;1629.0
162292;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2016-3;3347.0
162293;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2016-4;7782.0
162294;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2016-5;12000.0
162295;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2016-6;9308.0
162296;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2016-7;10029.0
162297;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2016-8;9339.0
162298;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2016-9;11514.0
162299;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2016-10;8554.0
162300;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2016-11;1999.0
162301;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2016-12;1313.0
162303;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2017-1;1482.0
162304;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2017-2;1603.0
162305;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2017-3;3596.0
162306;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2017-4;10479.0
162307;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2017-5;14379.0
162308;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2017-6;13220.0
162309;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2017-7;13263.0
162310;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2017-8;11816.0
162311;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2017-9;15512.0
162312;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2017-10;11601.0
162313;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2017-11;3038.0
162314;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2017-12;1680.0
162316;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2018-1;1700.0
162317;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2018-2;2226.0
162318;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2018-3;5079.0
162319;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2018-4;11754.0
162320;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2018-5;17207.0
162321;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2018-6;14527.0
162322;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2018-7;14414.0
162323;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2018-8;14084.0
162324;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2018-9;17717.0
162325;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2018-10;13221.0
162326;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2018-11;3454.0
162327;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2018-12;2342.0
162329;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2019-1;1826.0
162330;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2019-2;2434.0
162331;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2019-3;4527.0
162332;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2019-4;13502.0
162333;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2019-5;18282.0
162334;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2019-6;16847.0
162335;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2019-7;17035.0
162336;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2019-8;15747.0
162337;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2019-9;19326.0
162338;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2019-10;14681.0
162339;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2019-11;3669.0
162340;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2019-12;2282.0
162342;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2020-1;2481.0
162343;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2020-2;3146.0
162344;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2020-3;631.0
162345;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2020-4;5.0
162346;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2020-5;18.0
162347;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2020-6;394.0
162348;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2020-7;4950.0
162349;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2020-8;7745.0
162350;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2020-9;8636.0
162351;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2020-10;5994.0
162352;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2020-11;320.0
162353;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2020-12;160.0
162355;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2021-1;85.0
162356;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2021-2;130.0
162357;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2021-3;192.0
162358;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2021-4;166.0
162359;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2021-5;1073.0
162360;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2021-6;4654.0
162361;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2021-7;12642.0
162362;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2021-8;13812.0
162363;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2021-9;14235.0
162364;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2021-10;12737.0
162365;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2021-11;4590.0
162366;2;ITG12;Palermo;arrivals;other collective accommodation establishments;2021-12;2444.0
162393;2;ITG13;Messina;arrivals;total collective accommodation establishments;2008-1;4635.0
162394;2;ITG13;Messina;arrivals;total collective accommodation establishments;2008-2;8842.0
162395;2;ITG13;Messina;arrivals;total collective accommodation establishments;2008-3;26202.0
162396;2;ITG13;Messina;arrivals;total collective accommodation establishments;2008-4;47978.0
162397;2;ITG13;Messina;arrivals;total collective accommodation establishments;2008-5;70068.0
162398;2;ITG13;Messina;arrivals;total collective accommodation establishments;2008-6;57844.0
162399;2;ITG13;Messina;arrivals;total collective accommodation establishments;2008-7;56602.0
162400;2;ITG13;Messina;arrivals;total collective accommodation establishments;2008-8;50787.0
162401;2;ITG13;Messina;arrivals;total collective accommodation establishments;2008-9;72960.0
162402;2;ITG13;Messina;arrivals;total collective accommodation establishments;2008-10;57228.0
162403;2;ITG13;Messina;arrivals;total collective accommodation establishments;2008-11;14522.0
162404;2;ITG13;Messina;arrivals;total collective accommodation establishments;2008-12;6993.0
162406;2;ITG13;Messina;arrivals;total collective accommodation establishments;2009-1;4635.0
